column,type,description,SeqId,SomaId,TargetFullName,Target,UniProt,EntrezGeneID,EntrezGeneSymbol,Organism,Type,ColCheck,n_unique,n_missing,pct_missing
IGF2R.3676.15.3,numeric,Cation-independent mannose-6-phosphate receptor (IGF2R),3676-15,SL003679,Cation-independent mannose-6-phosphate receptor,IGF-II receptor,P11717,3482,IGF2R,Human,Protein,PASS,803,0,0
KLK14.3681.87.3,numeric,Kallikrein-14 (KLK14),3681-87,SL003919,Kallikrein-14,kallikrein 14,Q9P0G3,43847,KLK14,Human,Protein,PASS,810,0,0
MSR1.3684.78.3,numeric,Macrophage scavenger receptor types I and II (MSR1),3684-78,SL004580,Macrophage scavenger receptor types I and II,Macrophage scavenger receptor,P21757,4481,MSR1,Human,Protein,PASS,583,0,0
MFRP.3685.53.1,numeric,Membrane frizzled-related protein (MFRP),3685-53,SL010466,Membrane frizzled-related protein,MFRP,Q9BY79,83552,MFRP,Human,Protein,PASS,782,0,0
A2M.3708.62.1,numeric,Alpha-2-macroglobulin (A2M),3708-62,SL000252,Alpha-2-macroglobulin,a2-Macroglobulin,P01023,2,A2M,Human,Protein,PASS,805,0,0
GPT.3709.4.2,numeric,Alanine aminotransferase 1 (GPT),3709-4,SL000617,Alanine aminotransferase 1,ALT,P24298,2875,GPT,Human,Protein,PASS,781,0,0
PLG.3710.49.2,numeric,Angiostatin (PLG),3710-49,SL000268,Angiostatin,Angiostatin,P00747,5340,PLG,Human,Protein,PASS,809,0,0
CKB.CKM.3714.49.2,numeric,Creatine kinase M-type:Creatine kinase B-type heterodimer (CKB|CKM),3714-49,SL000382,Creatine kinase M-type:Creatine kinase B-type heterodimer,CK-MB,P12277|P06732,1152|1158,CKB|CKM,Human,Protein,PASS,779,0,0
X.3717.23.2,numeric,Luciferin 4-monooxygenase_PHOPY (),3717-23,SL002746,Luciferin 4-monooxygenase_PHOPY,LUCI_PHOPY,P08659,"","",Common eastern firefly,Non-Human,PASS,746,0,0
CDKN1B.3719.2.2,numeric,Cyclin-dependent kinase inhibitor 1B (CDKN1B),3719-2,SL000076,Cyclin-dependent kinase inhibitor 1B,p27Kip1,P46527,1027,CDKN1B,Human,Protein,PASS,753,0,0
nodH.3721.5.2,numeric,Nodulation protein H_NOH4 (nodH),3721-5,SL004319,Nodulation protein H_NOH4,NOH4_RHIML,P06237,"",nodH,Ensifer meliloti,Non-Human,PASS,686,0,0
NPPB.3723.1.2,numeric,Brain natriuretic peptide 32 (NPPB),3723-1,SL000306,Brain natriuretic peptide 32,BNP-32,P16860,4879,NPPB,Human,Protein,PASS,644,0,0
X.3724.64.1,numeric,Exendin-4_HELSU (),3724-64,SL011500,Exendin-4_HELSU,EXE4_HELSU,P26349,"","",Gila monster,Non-Human,PASS,595,0,0
PYY.3727.35.1,numeric,Peptide YY (PYY),3727-35,SL011509,Peptide YY,PYY,P10082,5697,PYY,Human,Protein,PASS,765,0,0
SCT.3728.52.2,numeric,Secretin (SCT),3728-52,SL000570,Secretin,Secretin,P09683,6343,SCT,Human,Protein,PASS,465,0,0
TNFRSF4.3730.81.2,numeric,Tumor necrosis factor receptor superfamily member 4 (TNFRSF4),3730-81,SL011448,Tumor necrosis factor receptor superfamily member 4,TNR4,P43489,7293,TNFRSF4,Human,Protein,PASS,694,0,0
BMP6.3736.60.3,numeric,Bone morphogenetic protein 6 (BMP6),3736-60,SL003993,Bone morphogenetic protein 6,BMP-6,P22004,654,BMP6,Human,Protein,PASS,781,0,0
CSF1.3738.54.1,numeric,Macrophage colony-stimulating factor 1 (CSF1),3738-54,SL002684,Macrophage colony-stimulating factor 1,CSF-1,P09603,1435,CSF1,Human,Protein,PASS,766,0,0
ITGA2B.ITGB3.3739.72.1,numeric,Integrin alpha-IIb: beta-3 complex (ITGA2B|ITGB3),3739-72,SL000542,Integrin alpha-IIb: beta-3 complex,gpIIbIIIa,P08514|P05106,3674|3690,ITGA2B|ITGB3,Human,Protein,PASS,809,0,0
IL5.3741.4.3,numeric,Interleukin-5 (IL5),3741-4,SL000481,Interleukin-5,IL-5,P05113,3567,IL5,Human,Protein,PASS,777,0,0
X.3742.78.3,numeric,Nigrin b_SAMNI (),3742-78,SL011129,Nigrin b_SAMNI,NIGB_SAMNI,P33183,"","",European elder,Non-Human,PASS,770,0,0
PROC.3758.63.3,numeric,Activated Protein C (PROC),3758-63,SL003974,Activated Protein C,Activated Protein C,P04070,5624,PROC,Human,Protein,PASS,809,0,0
PROC.3758.68.3,numeric,Activated Protein C (PROC),3758-68,SL003974,Activated Protein C,Activated Protein C,P04070,5624,PROC,Human,Protein,PASS,634,0,0
PTGS2.3761.4.2,numeric,Prostaglandin G/H synthase 2 (PTGS2),3761-4,SL000027,Prostaglandin G/H synthase 2,COX-2,P35354,5743,PTGS2,Human,Protein,PASS,672,0,0
STX1A.3766.51.4,numeric,Syntaxin-1A (STX1A),3766-51,SL004304,Syntaxin-1A,STX1a,Q16623,6804,STX1A,Human,Protein,PASS,609,0,0
TEK.3773.15.4,numeric,"Angiopoietin-1 receptor, soluble (TEK)",3773-15,SL003200,"Angiopoietin-1 receptor, soluble",sTie-2,Q02763,7010,TEK,Human,Protein,PASS,757,0,0
ADAM9.3795.6.2,numeric,Disintegrin and metalloproteinase domain-containing protein 9 (ADAM9),3795-6,SL004642,Disintegrin and metalloproteinase domain-containing protein 9,ADAM 9,Q13443,8754,ADAM9,Human,Protein,PASS,769,0,0
ANGPTL4.3796.79.2,numeric,Angiopoietin-related protein 4 (ANGPTL4),3796-79,SL007642,Angiopoietin-related protein 4,ANGL4,Q9BY76,51129,ANGPTL4,Human,Protein,PASS,788,0,0
CDH2.3797.1.1,numeric,Cadherin-2 (CDH2),3797-1,SL000638,Cadherin-2,Cadherin-2,P19022,1000,CDH2,Human,Protein,PASS,707,0,0
CA9.3798.71.1,numeric,Carbonic anhydrase 9 (CA9),3798-71,SL005508,Carbonic anhydrase 9,Carbonic anhydrase 9,Q16790,768,CA9,Human,Protein,PASS,641,0,0
CA3.3799.11.2,numeric,Carbonic anhydrase 3 (CA3),3799-11,SL004867,Carbonic anhydrase 3,Carbonic anhydrase III,P07451,761,CA3,Human,Protein,PASS,797,0,0
CKB.3800.71.2,numeric,Creatine kinase B-type (CKB),3800-71,SL000377,Creatine kinase B-type,CK-BB,P12277,1152,CKB,Human,Protein,PASS,683,0,0
CST5.3803.10.2,numeric,Cystatin-D (CST5),3803-10,SL008382,Cystatin-D,CYTD,P28325,1473,CST5,Human,Protein,PASS,806,0,0
ESM1.3805.16.2,numeric,Endothelial cell-specific molecule 1 (ESM1),3805-16,SL010458,Endothelial cell-specific molecule 1,Endocan,Q9NQ30,11082,ESM1,Human,Protein,PASS,799,0,0
EPHA5.3806.55.1,numeric,Ephrin type-A receptor 5 (EPHA5),3806-55,SL004844,Ephrin type-A receptor 5,EphA5,P54756,2044,EPHA5,Human,Protein,PASS,725,0,0
FGF23.3807.1.2,numeric,Fibroblast growth factor 23 (FGF23),3807-1,SL007651,Fibroblast growth factor 23,FGF23,Q9GZV9,8074,FGF23,Human,Protein,PASS,682,0,0
FGFR2.3808.76.2,numeric,Fibroblast growth factor receptor 2 (FGFR2),3808-76,SL003990,Fibroblast growth factor receptor 2,FGFR-2,P21802,2263,FGFR2,Human,Protein,PASS,606,0,0
FGFR3.3809.1.2,numeric,Fibroblast growth factor receptor 3 (FGFR3),3809-1,SL004063,Fibroblast growth factor receptor 3,FGFR-3,P22607,2261,FGFR3,Human,Protein,PASS,769,0,0
FYN.3813.3.2,numeric,Tyrosine-protein kinase Fyn (FYN),3813-3,SL006913,Tyrosine-protein kinase Fyn,FYN,P06241,2534,FYN,Human,Protein,PASS,794,0,0
IL11RA.3814.63.1,numeric,Interleukin-11 receptor subunit alpha (IL11RA),3814-63,SL007423,Interleukin-11 receptor subunit alpha,IL-11 RA,Q14626,3590,IL11RA,Human,Protein,PASS,787,0,0
IL12RB2.3815.14.1,numeric,Interleukin-12 receptor subunit beta-2 (IL12RB2),3815-14,SL007620,Interleukin-12 receptor subunit beta-2,IL-12 RB2,Q99665,3595,IL12RB2,Human,Protein,PASS,445,0,0
PRKCQ.3817.18.1,numeric,Protein kinase C theta type (PRKCQ),3817-18,SL007358,Protein kinase C theta type,KPCT,Q04759,5588,PRKCQ,Human,Protein,PASS,798,0,0
MAPKAPK2.3820.68.2,numeric,MAP kinase-activated protein kinase 2 (MAPKAPK2),3820-68,SL010503,MAP kinase-activated protein kinase 2,MAPK2,P49137,9261,MAPKAPK2,Human,Protein,PASS,808,0,0
MAPKAPK5.3821.28.1,numeric,MAP kinase-activated protein kinase 5 (MAPKAPK5),3821-28,SL010504,MAP kinase-activated protein kinase 5,MAPK5,Q8IW41,8550,MAPKAPK5,Human,Protein,PASS,646,0,0
MAPKAPK3.3822.54.2,numeric,MAP kinase-activated protein kinase 3 (MAPKAPK3),3822-54,SL004765,MAP kinase-activated protein kinase 3,MAPKAPK3,Q16644,7867,MAPKAPK3,Human,Protein,PASS,809,0,0
MATK.3823.9.1,numeric,Megakaryocyte-associated tyrosine-protein kinase (MATK),3823-9,SL010505,Megakaryocyte-associated tyrosine-protein kinase,MATK,P42679,4145,MATK,Human,Protein,PASS,624,0,0
MAPK8.3825.18.2,numeric,Mitogen-activated protein kinase 8 (MAPK8),3825-18,SL010502,Mitogen-activated protein kinase 8,MK08,P45983,5599,MAPK8,Human,Protein,PASS,757,0,0
PDGFC.3828.54.2,numeric,Platelet-derived growth factor C (PDGFC),3828-54,SL011071,Platelet-derived growth factor C,PDGF-CC,Q9NRA1,56034,PDGFC,Human,Protein,PASS,627,0,0
PTEN.3831.21.1,numeric,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN (PTEN)",3831-21,SL003761,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN",pTEN,P60484,5728,PTEN,Human,Protein,PASS,741,0,0
TLR2.3835.11.2,numeric,Toll-like receptor 2 (TLR2),3835-11,SL004492,Toll-like receptor 2,TLR2,O60603,7097,TLR2,Human,Protein,PASS,661,0,0
UFM1.3836.51.2,numeric,Ubiquitin-fold modifier 1 (UFM1),3836-51,SL010528,Ubiquitin-fold modifier 1,UFM1,P61960,51569,UFM1,Human,Protein,PASS,805,0,0
AIP.3839.60.2,numeric,AH receptor-interacting protein (AIP),3839-60,SL011629,AH receptor-interacting protein,AIP,O00170,9049,AIP,Human,Protein,PASS,806,0,0
PPIA.3844.2.1,numeric,Peptidyl-prolyl cis-trans isomerase A (PPIA),3844-2,SL004823,Peptidyl-prolyl cis-trans isomerase A,Cyclophilin A,P62937,5478,PPIA,Human,Protein,PASS,809,0,0
ETHE1.3847.56.2,numeric,"Persulfide dioxygenase ETHE1, mitochondrial (ETHE1)",3847-56,SL011532,"Persulfide dioxygenase ETHE1, mitochondrial",ETHE1,O95571,23474,ETHE1,Human,Protein,PASS,743,0,0
GFP.3849.56.2,numeric,Green fluorescent protein_AEQVI (GFP),3849-56,SL000435,Green fluorescent protein_AEQVI,GFP_AEQVI,P42212,"",GFP,Jellyfish,Non-Human,PASS,436,0,0
DNAJB1.3852.19.2,numeric,DnaJ homolog subfamily B member 1 (DNAJB1),3852-19,SL000449,DnaJ homolog subfamily B member 1,HSP 40,P25685,3337,DNAJB1,Human,Protein,PASS,797,0,0
MDH1.3853.56.1,numeric,"Malate dehydrogenase, cytoplasmic (MDH1)",3853-56,SL008102,"Malate dehydrogenase, cytoplasmic",MDHC,P40925,4190,MDH1,Human,Protein,PASS,809,0,0
NACA.3854.24.1,numeric,Nascent polypeptide-associated complex subunit alpha (NACA),3854-24,SL011631,Nascent polypeptide-associated complex subunit alpha,NACA,Q13765,4666,NACA,Human,Protein,PASS,806,0,0
PRDX1.3855.56.1,numeric,Peroxiredoxin-1 (PRDX1),3855-56,SL004919,Peroxiredoxin-1,Peroxiredoxin-1,Q06830,5052,PRDX1,Human,Protein,PASS,809,0,0
ACP1.3858.5.1,numeric,Low molecular weight phosphotyrosine protein phosphatase (ACP1),3858-5,SL008063,Low molecular weight phosphotyrosine protein phosphatase,PPAC,P24666,52,ACP1,Human,Protein,PASS,800,0,0
PSMA1.3859.50.2,numeric,Proteasome subunit alpha type-1 (PSMA1),3859-50,SL010973,Proteasome subunit alpha type-1,PSA1,P25786,5682,PSMA1,Human,Protein,PASS,665,0,0
PSMA6.3860.7.2,numeric,Proteasome subunit alpha type-6 (PSMA6),3860-7,SL005630,Proteasome subunit alpha type-6,PSA6,P60900,5687,PSMA6,Human,Protein,PASS,750,0,0
RPS7.3864.5.2,numeric,40S ribosomal protein S7 (RPS7),3864-5,SL011528,40S ribosomal protein S7,RS7,P62081,6201,RPS7,Human,Protein,PASS,715,0,0
SBDS.3866.7.2,numeric,Ribosome maturation protein SBDS (SBDS),3866-7,SL011529,Ribosome maturation protein SBDS,SBDS,Q9Y3A5,51119,SBDS,Human,Protein,PASS,804,0,0
SEZ6L2.3867.49.1,numeric,Seizure 6-like protein 2 (SEZ6L2),3867-49,SL011630,Seizure 6-like protein 2,SE6L2,Q6UXD5,26470,SEZ6L2,Human,Protein,PASS,779,0,0
TPT1.3872.2.1,numeric,Translationally-controlled tumor protein (TPT1),3872-2,SL005679,Translationally-controlled tumor protein,TCTP,P13693,7178,TPT1,Human,Protein,PASS,809,0,0
TPO.3873.51.2,numeric,Thyroid peroxidase (TPO),3873-51,SL000588,Thyroid peroxidase,TMA,P07202,7173,TPO,Human,Protein,PASS,789,0,0
UBE2L3.3874.8.1,numeric,Ubiquitin-conjugating enzyme E2 L3 (UBE2L3),3874-8,SL008157,Ubiquitin-conjugating enzyme E2 L3,UB2L3,P68036,7332,UBE2L3,Human,Protein,PASS,790,0,0
ARID3A.3875.62.1,numeric,AT-rich interactive domain-containing protein 3A (ARID3A),3875-62,SL011549,AT-rich interactive domain-containing protein 3A,ARI3A,Q99856,1820,ARID3A,Human,Protein,PASS,699,0,0
CDC37.3879.50.1,numeric,Hsp90 co-chaperone Cdc37 (CDC37),3879-50,SL011232,Hsp90 co-chaperone Cdc37,CDC37,Q16543,11140,CDC37,Human,Protein,PASS,761,0,0
DYNLL1.3881.49.2,numeric,"Dynein light chain 1, cytoplasmic (DYNLL1)",3881-49,SL003753,"Dynein light chain 1, cytoplasmic",DLC8,P63167,8655,DYNLL1,Human,Protein,PASS,666,0,0
KPNB1.3887.90.2,numeric,Importin subunit beta-1 (KPNB1),3887-90,SL010927,Importin subunit beta-1,IMB1,Q14974,3837,KPNB1,Human,Protein,PASS,810,0,0
ING1.3888.8.1,numeric,Inhibitor of growth protein 1 (ING1),3888-8,SL009628,Inhibitor of growth protein 1,ING1,Q9UK53,3621,ING1,Human,Protein,PASS,801,0,0
LMNB1.3889.64.2,numeric,Lamin-B1 (LMNB1),3889-64,SL006132,Lamin-B1,Lamin-B1,P20700,4001,LMNB1,Human,Protein,PASS,650,0,0
MBD4.3891.56.1,numeric,Methyl-CpG-binding domain protein 4 (MBD4),3891-56,SL009629,Methyl-CpG-binding domain protein 4,MBD4,O95243,8930,MBD4,Human,Protein,PASS,654,0,0
MED1.3892.21.2,numeric,Mediator of RNA polymerase II transcription subunit 1 (MED1),3892-21,SL010328,Mediator of RNA polymerase II transcription subunit 1,MED-1,Q15648,5469,MED1,Human,Protein,PASS,737,0,0
MSLN.3893.64.1,numeric,Mesothelin (MSLN),3893-64,SL001905,Mesothelin,Mesothelin,Q13421,10232,MSLN,Human,Protein,PASS,661,0,0
NAGK.3894.15.2,numeric,N-acetyl-D-glucosamine kinase (NAGK),3894-15,SL005629,N-acetyl-D-glucosamine kinase,NAGK,Q9UJ70,55577,NAGK,Human,Protein,PASS,776,0,0
PDXP.3897.61.1,numeric,Pyridoxal phosphate phosphatase (PDXP),3897-61,SL011709,Pyridoxal phosphate phosphatase,PLPP,Q96GD0,57026,PDXP,Human,Protein,PASS,802,0,0
PSMD7.3898.5.2,numeric,26S proteasome non-ATPase regulatory subunit 7 (PSMD7),3898-5,SL007266,26S proteasome non-ATPase regulatory subunit 7,PSD7,P51665,5713,PSMD7,Human,Protein,PASS,711,0,0
SKP1.3902.21.2,numeric,S-phase kinase-associated protein 1 (SKP1),3902-21,SL008808,S-phase kinase-associated protein 1,SKP1,P63208,6500,SKP1,Human,Protein,PASS,771,0,0
SNX4.3903.49.2,numeric,Sorting nexin-4 (SNX4),3903-49,SL005372,Sorting nexin-4,Sorting nexin 4,O95219,8723,SNX4,Human,Protein,PASS,809,0,0
UBE2N.3905.62.1,numeric,Ubiquitin-conjugating enzyme E2 N (UBE2N),3905-62,SL008143,Ubiquitin-conjugating enzyme E2 N,UBE2N,P61088,7334,UBE2N,Human,Protein,PASS,810,0,0
DDR1.4122.12.2,numeric,Epithelial discoidin domain-containing receptor 1 (DDR1),4122-12,SL004119,Epithelial discoidin domain-containing receptor 1,discoidin domain receptor 1,Q08345,780,DDR1,Human,Protein,PASS,546,0,0
FGF4.4123.60.2,numeric,Fibroblast growth factor 4 (FGF4),4123-60,SL003171,Fibroblast growth factor 4,FGF-4,P08620,2249,FGF4,Human,Protein,PASS,616,0,0
HSPA1A.4124.24.2,numeric,Heat shock 70 kDa protein 1A (HSPA1A),4124-24,SL000451,Heat shock 70 kDa protein 1A,HSP 70,P0DMV8,3303,HSPA1A,Human,Protein,PASS,738,0,0
AGER.4125.52.2,numeric,"Advanced glycosylation end product-specific receptor, soluble (AGER)",4125-52,SL003680,"Advanced glycosylation end product-specific receptor, soluble",sRAGE,Q15109,177,AGER,Human,Protein,PASS,804,0,0
BPI.4126.22.1,numeric,Bactericidal permeability-increasing protein (BPI),4126-22,SL004511,Bactericidal permeability-increasing protein,BPI,P17213,671,BPI,Human,Protein,PASS,808,0,0
C6.4127.75.1,numeric,Complement component C6 (C6),4127-75,SL000322,Complement component C6,C6,P13671,729,C6,Human,Protein,PASS,809,0,0
CCL24.4128.27.2,numeric,C-C motif chemokine 24 (CCL24),4128-27,SL003104,C-C motif chemokine 24,Eotaxin-2,O00175,6369,CCL24,Human,Protein,PASS,633,0,0
CFB.4129.72.1,numeric,Complement factor B (CFB),4129-72,SL000414,Complement factor B,Factor B,P00751,629,CFB,Human,Protein,PASS,806,0,0
FGF6.4130.71.1,numeric,Fibroblast growth factor 6 (FGF6),4130-71,SL004340,Fibroblast growth factor 6,FGF-6,P10767,2251,FGF6,Human,Protein,PASS,703,0,0
FST.4132.27.2,numeric,Follistatin (FST),4132-27,SL000674,Follistatin,FST,P19883,10468,FST,Human,Protein,PASS,691,0,0
GZMB.4133.54.2,numeric,Granzyme B (GZMB),4133-54,SL004068,Granzyme B,Granzyme B,P10144,3002,GZMB,Human,Protein,PASS,552,0,0
IGHE.4135.84.2,numeric,Immunoglobulin E (IGHE),4135-84,SL000461,Immunoglobulin E,IgE,P01854,3497  50802 3535,IGHE,Human,Protein,PASS,808,0,0
IL17D.4136.40.2,numeric,Interleukin-17D (IL17D),4136-40,SL004353,Interleukin-17D,IL-17D,Q8TAD2,53342,IL17D,Human,Protein,PASS,585,0,0
IL25.4137.57.2,numeric,Interleukin-25 (IL25),4137-57,SL004351,Interleukin-25,IL-17E,Q9H293,64806,IL25,Human,Protein,PASS,624,0,0
IL20.4138.25.2,numeric,Interleukin-20 (IL20),4138-25,SL004346,Interleukin-20,IL-20,Q9NYY1,50604,IL20,Human,Protein,PASS,674,0,0
IL6R.4139.71.2,numeric,Interleukin-6 receptor subunit alpha (IL6R),4139-71,SL001943,Interleukin-6 receptor subunit alpha,IL-6 sRa,P08887,3570,IL6R,Human,Protein,PASS,797,0,0
IL7.4140.3.2,numeric,Interleukin-7 (IL7),4140-3,SL000483,Interleukin-7,IL-7,P13232,3574,IL7,Human,Protein,PASS,443,0,0
CXCL10.4141.79.1,numeric,C-X-C motif chemokine 10 (CXCL10),4141-79,SL003183,C-X-C motif chemokine 10,IP-10,P02778,3627,CXCL10,Human,Protein,PASS,765,0,0
XCL1.4143.74.2,numeric,Lymphotactin (XCL1),4143-74,SL003186,Lymphotactin,Lymphotactin,P47992,6375,XCL1,Human,Protein,PASS,646,0,0
CCL13.4144.13.1,numeric,C-C motif chemokine 13 (CCL13),4144-13,SL000517,C-C motif chemokine 13,MCP-4,Q99616,6357,CCL13,Human,Protein,PASS,532,0,0
NTF3.4145.58.2,numeric,Neurotrophin-3 (NTF3),4145-58,SL004359,Neurotrophin-3,Neurotrophin-3,P20783,4908,NTF3,Human,Protein,PASS,648,0,0
PAPPA.4148.49.2,numeric,Pappalysin-1 (PAPPA),4148-49,SL002755,Pappalysin-1,PAPP-A,Q13219,5069,PAPPA,Human,Protein,PASS,809,0,0
PDGFB.4149.8.2,numeric,Platelet-derived growth factor subunit B (PDGFB),4149-8,SL000537,Platelet-derived growth factor subunit B,PDGF-BB,P01127,5155,PDGFB,Human,Protein,PASS,809,0,0
PLG.4150.75.2,numeric,Plasmin (PLG),4150-75,SL000540,Plasmin,Plasmin,P00747,5340,PLG,Human,Protein,PASS,761,0,0
PLG.4151.6.2,numeric,Plasminogen (PLG),4151-6,SL000541,Plasminogen,Plasminogen,P00747,5340,PLG,Human,Protein,PASS,799,0,0
KLKB1.4152.58.2,numeric,Plasma kallikrein (KLKB1),4152-58,SL000545,Plasma kallikrein,Prekallikrein,P03952,3818,KLKB1,Human,Protein,PASS,808,0,0
SERPINA3.4153.11.2,numeric,Alpha-1-antichymotrypsin complex (SERPINA3),4153-11,SL018548,Alpha-1-antichymotrypsin complex,alpha-1-antichymotrypsin complex,P01011,12,SERPINA3,Human,Protein,PASS,806,0,0
SELP.4154.57.2,numeric,P-selectin (SELP),4154-57,SL000560,P-selectin,P-Selectin,P16109,6403,SELP,Human,Protein,PASS,810,0,0
TNC.4155.3.2,numeric,Tenascin (TNC),4155-3,SL003198,Tenascin,Tenascin,P24821,3371,TNC,Human,Protein,PASS,805,0,0
TGFB2.4156.74.1,numeric,Transforming growth factor beta-2 (TGFB2),4156-74,SL000088,Transforming growth factor beta-2,TGF-b2,P61812,7042,TGFB2,Human,Protein,PASS,574,0,0
PLAU.4158.54.2,numeric,Urokinase-type plasminogen activator (PLAU),4158-54,SL000613,Urokinase-type plasminogen activator,uPA,P00749,5328,PLAU,Human,Protein,PASS,786,0,0
CFH.4159.130.1,numeric,Complement factor H (CFH),4159-130,SL000415,Complement factor H,Factor H,P08603,3075,CFH,Human,Protein,PASS,810,0,0
MMP2.4160.49.1,numeric,72 kDa type IV collagenase (MMP2),4160-49,SL000124,72 kDa type IV collagenase,MMP-2,P08253,4313,MMP2,Human,Protein,PASS,804,0,0
TF.4162.54.2,numeric,Serotransferrin (TF),4162-54,SL000601,Serotransferrin,Transferrin,P02787,7018,TF,Human,Protein,PASS,807,0,0
YWHAG.4179.57.3,numeric,14-3-3 protein gamma (YWHAG),4179-57,SL004989,14-3-3 protein gamma,14-3-3 protein gamma,P61981,7532,YWHAG,Human,Protein,PASS,809,0,0
EIF4EBP2.4184.43.3,numeric,Eukaryotic translation initiation factor 4E-binding protein 2 (EIF4EBP2),4184-43,SL008378,Eukaryotic translation initiation factor 4E-binding protein 2,4EBP2,Q13542,1979,EIF4EBP2,Human,Protein,PASS,520,0,0
PGD.4187.49.2,numeric,"6-phosphogluconate dehydrogenase, decarboxylating (PGD)",4187-49,SL000247,"6-phosphogluconate dehydrogenase, decarboxylating",6-Phosphogluconate dehydrogenase,P52209,5226,PGD,Human,Protein,PASS,809,0,0
AKR7A2.4188.1.2,numeric,Aflatoxin B1 aldehyde reductase member 2 (AKR7A2),4188-1,SL003658,Aflatoxin B1 aldehyde reductase member 2,Aflatoxin B1 aldehyde reductase,O43488,8574,AKR7A2,Human,Protein,PASS,808,0,0
AKR1A1.4192.10.2,numeric,Alcohol dehydrogenase [NADP(+)] (AKR1A1),4192-10,SL008039,Alcohol dehydrogenase [NADP(+)],AK1A1,P14550,10327,AKR1A1,Human,Protein,PASS,799,0,0
ANP32B.4194.26.3,numeric,Acidic leucine-rich nuclear phosphoprotein 32 family member B (ANP32B),4194-26,SL011769,Acidic leucine-rich nuclear phosphoprotein 32 family member B,AN32B,Q92688,10541,ANP32B,Human,Protein,PASS,699,0,0
CFL1.4203.50.2,numeric,Cofilin-1 (CFL1),4203-50,SL004920,Cofilin-1,Cofilin-1,P23528,1072,CFL1,Human,Protein,PASS,775,0,0
VTA1.4209.60.2,numeric,Vacuolar protein sorting-associated protein VTA1 homolog (VTA1),4209-60,SL004757,Vacuolar protein sorting-associated protein VTA1 homolog,DRG-1,Q9NP79,51534,VTA1,Human,Protein,PASS,809,0,0
EPS15L1.4212.5.3,numeric,Epidermal growth factor receptor substrate 15-like 1 (EPS15L1),4212-5,SL012188,Epidermal growth factor receptor substrate 15-like 1,EP15R,Q9UBC2,58513,EPS15L1,Human,Protein,PASS,761,0,0
HSD17B10.4217.49.3,numeric,3-hydroxyacyl-CoA dehydrogenase type-2 (HSD17B10),4217-49,SL004795,3-hydroxyacyl-CoA dehydrogenase type-2,ERAB,Q99714,3028,HSD17B10,Human,Protein,PASS,806,0,0
FER.4220.39.2,numeric,Tyrosine-protein kinase Fer (FER),4220-39,SL005588,Tyrosine-protein kinase Fer,FER,P16591,2241,FER,Human,Protein,PASS,790,0,0
EIF4G2.4230.1.2,numeric,Eukaryotic translation initiation factor 4 gamma 2 (EIF4G2),4230-1,SL011211,Eukaryotic translation initiation factor 4 gamma 2,IF4G2,P78344,1982,EIF4G2,Human,Protein,PASS,809,0,0
IL1RL1.4234.8.2,numeric,Interleukin-1 receptor-like 1 (IL1RL1),4234-8,SL004146,Interleukin-1 receptor-like 1,IL-1 R4,Q01638,9173,IL1RL1,Human,Protein,PASS,798,0,0
LCMT1.4237.70.3,numeric,Leucine carboxyl methyltransferase 1 (LCMT1),4237-70,SL011770,Leucine carboxyl methyltransferase 1,LCMT1,Q9UIC8,51451,LCMT1,Human,Protein,PASS,780,0,0
LIN7B.4238.4.2,numeric,Protein lin-7 homolog B (LIN7B),4238-4,SL012168,Protein lin-7 homolog B,LIN7B,Q9HAP6,64130,LIN7B,Human,Protein,PASS,603,0,0
PKM.4240.31.2,numeric,Pyruvate kinase PKM (PKM),4240-31,SL002650,Pyruvate kinase PKM,M2-PK,P14618,5315,PKM,Human,Protein,PASS,807,0,0
MDM2.4245.80.2,numeric,E3 ubiquitin-protein ligase Mdm2 (MDM2),4245-80,SL001999,E3 ubiquitin-protein ligase Mdm2,MDM2,Q00987,4193,MDM2,Human,Protein,PASS,662,0,0
NME2.4249.64.2,numeric,Nucleoside diphosphate kinase B (NME2),4249-64,SL004921,Nucleoside diphosphate kinase B,NDP kinase B,P22392,4831,NME2,Human,Protein,PASS,810,0,0
NSFL1C.4250.23.3,numeric,NSFL1 cofactor p47 (NSFL1C),4250-23,SL006268,NSFL1 cofactor p47,NSF1C,Q9UNZ2,55968,NSFL1C,Human,Protein,PASS,782,0,0
NUDCD3.4254.6.2,numeric,NudC domain-containing protein 3 (NUDCD3),4254-6,SL011768,NudC domain-containing protein 3,NUDC3,Q8IVD9,23386,NUDCD3,Human,Protein,PASS,688,0,0
PA2G4.4258.15.2,numeric,Proliferation-associated protein 2G4 (PA2G4),4258-15,SL008331,Proliferation-associated protein 2G4,PA2G4,Q9UQ80,5036,PA2G4,Human,Protein,PASS,810,0,0
PON1.4261.55.2,numeric,Serum paraoxonase/arylesterase 1 (PON1),4261-55,SL005493,Serum paraoxonase/arylesterase 1,paraoxonase 1,P27169,5444,PON1,Human,Protein,PASS,584,0,0
PES1.4267.81.3,numeric,Pescadillo homolog (PES1),4267-81,SL011772,Pescadillo homolog,PESC,O00541,23481,PES1,Human,Protein,PASS,606,0,0
